Molecule,Frequency,Intensity,
NH3,2838,2.20E-21,
NH3,2839,3.28E-21,
NH3,2840,2.54E-21,
NH3,2841,1.72E-21,
NH3,2842,1.99E-21,
NH3,2843,2.19E-21,
NH3,2844,2.05E-21,
NH3,2845,2.04E-21,
NH3,2846,2.40E-21,
NH3,2847,3.29E-21,
NH3,2848,3.02E-21,
NH3,2849,1.96E-21,
NH3,2850,2.14E-21,
NH3,2851,2.31E-21,
NH3,2852,2.45E-21,
NH3,2853,1.80E-21,
NH3,2854,2.51E-21,
NH3,2855,2.55E-21,
NH3,2856,1.82E-21,
NH3,2857,2.48E-21,
NH3,2858,2.27E-21,
NH3,2859,2.43E-21,
NH3,2860,1.67E-21,
NH3,2861,2.13E-21,
NH3,2862,1.98E-21,
NH3,2863,3.20E-21,
NH3,2864,3.30E-21,
NH3,2865,1.86E-21,
NH3,2866,1.71E-21,
NH3,2867,1.76E-21,
NH3,2868,1.92E-21,
NH3,2869,2.68E-21,
NH3,2870,2.01E-21,
NH3,2871,3.64E-21,
NH3,2872,1.66E-21,
NH3,2873,1.38E-21,
NH3,2874,1.75E-21,
NH3,2875,2.66E-21,
NH3,2876,2.88E-21,
NH3,2877,2.24E-21,
NH3,2878,1.74E-21,
NH3,2879,2.44E-21,
NH3,2880,2.09E-21,
NH3,2881,2.27E-21,
NH3,2882,1.90E-21,
NH3,2883,3.18E-21,
NH3,2884,2.04E-21,
NH3,2885,2.39E-21,
NH3,2886,1.80E-21,
NH3,2887,3.61E-21,
NH3,2888,3.92E-21,
NH3,2889,3.23E-21,
NH3,2890,2.05E-21,
NH3,2891,2.79E-21,
NH3,2892,2.55E-21,
NH3,2893,3.06E-21,
NH3,2894,3.71E-21,
NH3,2895,1.91E-21,
NH3,2896,3.13E-21,
NH3,2897,2.29E-21,
NH3,2898,3.95E-21,
NH3,2899,2.84E-21,
NH3,2900,2.98E-21,
NH3,2901,2.19E-21,
NH3,2902,1.90E-21,
NH3,2903,3.21E-21,
NH3,2904,2.19E-21,
NH3,2905,2.26E-21,
NH3,2906,2.87E-21,
NH3,2907,3.17E-21,
NH3,2908,2.03E-21,
NH3,2909,4.43E-21,
NH3,2910,2.80E-21,
NH3,2911,2.48E-21,
NH3,2912,4.22E-21,
NH3,2913,2.68E-21,
NH3,2914,3.79E-21,
NH3,2915,2.56E-21,
NH3,2916,2.59E-21,
NH3,2917,4.05E-21,
NH3,2918,2.87E-21,
NH3,2919,2.88E-21,
NH3,2920,3.04E-21,
NH3,2921,3.21E-21,
NH3,2922,2.47E-21,
NH3,2923,3.55E-21,
NH3,2924,2.96E-21,
NH3,2925,4.44E-21,
NH3,2926,3.53E-21,
NH3,2927,3.39E-21,
NH3,2928,3.17E-21,
NH3,2929,3.01E-21,
NH3,2930,4.11E-21,
NH3,2931,3.96E-21,
NH3,2932,3.35E-21,
NH3,2933,2.82E-21,
NH3,2934,3.77E-21,
NH3,2935,2.86E-21,
NH3,2936,3.06E-21,
NH3,2937,4.35E-21,
NH3,2938,4.55E-21,
NH3,2939,4.66E-21,
NH3,2940,3.77E-21,
NH3,2941,3.52E-21,
NH3,2942,4.63E-21,
NH3,2943,3.46E-21,
NH3,2944,3.18E-21,
NH3,2945,3.16E-21,
NH3,2946,4.82E-21,
NH3,2947,3.92E-21,
NH3,2948,4.13E-21,
NH3,2949,3.74E-21,
NH3,2950,5.02E-21,
NH3,2951,6.49E-21,
NH3,2952,3.64E-21,
NH3,2953,5.33E-21,
NH3,2954,3.82E-21,
NH3,2955,3.31E-21,
NH3,2956,4.85E-21,
NH3,2957,3.72E-21,
NH3,2958,4.07E-21,
NH3,2959,3.52E-21,
NH3,2960,3.71E-21,
NH3,2961,4.78E-21,
NH3,2962,4.45E-21,
NH3,2963,3.97E-21,
NH3,2964,5.69E-21,
NH3,2965,6.68E-21,
NH3,2966,5.65E-21,
NH3,2967,5.70E-21,
NH3,2968,3.47E-21,
NH3,2969,5.24E-21,
NH3,2970,5.19E-21,
NH3,2971,5.45E-21,
NH3,2972,4.03E-21,
NH3,2973,4.90E-21,
NH3,2974,4.54E-21,
NH3,2975,4.98E-21,
NH3,2976,5.17E-21,
NH3,2977,4.92E-21,
NH3,2978,4.80E-21,
NH3,2979,6.01E-21,
NH3,2980,6.13E-21,
NH3,2981,4.37E-21,
NH3,2982,4.83E-21,
NH3,2983,7.99E-21,
NH3,2984,5.42E-21,
NH3,2985,5.57E-21,
NH3,2986,5.42E-21,
NH3,2987,5.45E-21,
NH3,2988,5.88E-21,
NH3,2989,6.02E-21,
NH3,2990,6.15E-21,
NH3,2991,4.82E-21,
NH3,2992,7.80E-21,
NH3,2993,5.90E-21,
NH3,2994,5.62E-21,
NH3,2995,5.51E-21,
NH3,2996,6.84E-21,
NH3,2997,5.29E-21,
NH3,2998,5.66E-21,
NH3,2999,5.10E-21,
NH3,3000,6.32E-21,
NH3,3001,5.12E-21,
NH3,3002,7.42E-21,
NH3,3003,7.33E-21,
NH3,3004,5.47E-21,
NH3,3005,5.74E-21,
NH3,3006,8.45E-21,
NH3,3007,6.73E-21,
NH3,3008,9.18E-21,
NH3,3009,8.09E-21,
NH3,3010,6.08E-21,
NH3,3011,6.13E-21,
NH3,3012,6.87E-21,
NH3,3013,7.03E-21,
NH3,3014,6.24E-21,
NH3,3015,6.03E-21,
NH3,3016,6.22E-21,
NH3,3017,7.03E-21,
NH3,3018,8.47E-21,
NH3,3019,7.11E-21,
NH3,3020,7.55E-21,
NH3,3021,6.60E-21,
NH3,3022,9.11E-21,
NH3,3023,9.36E-21,
NH3,3024,5.94E-21,
NH3,3025,7.12E-21,
NH3,3026,7.34E-21,
NH3,3027,6.84E-21,
NH3,3028,7.56E-21,
NH3,3029,9.91E-21,
NH3,3030,8.70E-21,
NH3,3031,7.03E-21,
NH3,3032,9.97E-21,
NH3,3033,7.61E-21,
NH3,3034,9.09E-21,
NH3,3035,9.79E-21,
NH3,3036,9.86E-21,
NH3,3037,1.06E-20,
NH3,3038,8.99E-21,
NH3,3039,9.10E-21,
NH3,3040,9.15E-21,
NH3,3041,9.84E-21,
NH3,3042,7.85E-21,
NH3,3043,7.69E-21,
NH3,3044,7.54E-21,
NH3,3045,7.58E-21,
NH3,3046,8.65E-21,
NH3,3047,8.48E-21,
NH3,3048,8.33E-21,
NH3,3049,1.18E-20,
NH3,3050,1.13E-20,
NH3,3051,1.53E-20,
NH3,3052,1.36E-20,
NH3,3053,9.52E-21,
NH3,3054,8.78E-21,
NH3,3055,1.20E-20,
NH3,3056,1.13E-20,
NH3,3057,1.10E-20,
NH3,3058,9.15E-21,
NH3,3059,9.48E-21,
NH3,3060,8.39E-21,
NH3,3061,1.14E-20,
NH3,3062,9.74E-21,
NH3,3063,9.66E-21,
NH3,3064,1.08E-20,
NH3,3065,1.45E-20,
NH3,3066,1.41E-20,
NH3,3067,1.08E-20,
NH3,3068,1.17E-20,
NH3,3069,1.29E-20,
NH3,3070,1.66E-20,
NH3,3071,1.41E-20,
NH3,3072,1.41E-20,
NH3,3073,9.01E-21,
NH3,3074,1.21E-20,
NH3,3075,1.23E-20,
NH3,3076,1.37E-20,
NH3,3077,1.30E-20,
NH3,3078,1.19E-20,
NH3,3079,9.13E-21,
NH3,3080,1.09E-20,
NH3,3081,1.21E-20,
NH3,3082,1.36E-20,
NH3,3083,1.18E-20,
NH3,3084,1.35E-20,
NH3,3085,1.36E-20,
NH3,3086,1.26E-20,
NH3,3087,1.73E-20,
NH3,3088,9.55E-21,
NH3,3089,1.97E-20,
NH3,3090,1.56E-20,
NH3,3091,2.10E-20,
NH3,3092,1.80E-20,
NH3,3093,1.43E-20,
NH3,3094,1.28E-20,
NH3,3095,1.25E-20,
NH3,3096,9.78E-21,
NH3,3097,1.48E-20,
NH3,3098,1.21E-20,
NH3,3099,1.56E-20,
NH3,3100,1.61E-20,
NH3,3101,1.39E-20,
NH3,3102,1.18E-20,
NH3,3103,1.50E-20,
NH3,3104,1.54E-20,
NH3,3105,1.58E-20,
NH3,3106,1.67E-20,
NH3,3107,1.93E-20,
NH3,3108,1.53E-20,
NH3,3109,2.05E-20,
NH3,3110,1.74E-20,
NH3,3111,1.63E-20,
NH3,3112,1.45E-20,
NH3,3113,1.99E-20,
NH3,3114,1.38E-20,
NH3,3115,1.65E-20,
NH3,3116,1.38E-20,
NH3,3117,1.41E-20,
NH3,3118,1.37E-20,
NH3,3119,1.43E-20,
NH3,3120,1.70E-20,
NH3,3121,2.21E-20,
NH3,3122,1.79E-20,
NH3,3123,1.79E-20,
NH3,3124,2.04E-20,
NH3,3125,1.54E-20,
NH3,3126,2.34E-20,
NH3,3127,2.10E-20,
NH3,3128,1.70E-20,
NH3,3129,1.94E-20,
NH3,3130,1.16E-20,
NH3,3131,1.46E-20,
NH3,3132,2.05E-20,
NH3,3133,1.51E-20,
NH3,3134,1.65E-20,
NH3,3135,1.80E-20,
NH3,3136,2.02E-20,
NH3,3137,2.43E-20,
NH3,3138,2.58E-20,
NH3,3139,1.30E-20,
NH3,3140,2.16E-20,
NH3,3141,2.76E-20,
NH3,3142,1.77E-20,
NH3,3143,2.05E-20,
NH3,3144,1.72E-20,
NH3,3145,2.00E-20,
NH3,3146,1.59E-20,
NH3,3147,1.57E-20,
NH3,3148,2.14E-20,
NH3,3149,1.57E-20,
NH3,3150,1.77E-20,
NH3,3151,1.65E-20,
NH3,3152,1.07E-20,
NH3,3153,1.86E-20,
NH3,3154,2.19E-20,
NH3,3155,3.00E-20,
NH3,3156,2.84E-20,
NH3,3157,2.43E-20,
NH3,3158,3.36E-20,
NH3,3159,1.34E-20,
NH3,3160,1.42E-20,
NH3,3161,1.65E-20,
NH3,3162,1.75E-20,
NH3,3163,2.71E-20,
NH3,3164,2.00E-20,
NH3,3165,2.06E-20,
NH3,3166,2.31E-20,
NH3,3167,2.58E-20,
NH3,3168,2.45E-20,
NH3,3169,1.81E-20,
NH3,3170,1.78E-20,
NH3,3171,1.56E-20,
NH3,3172,1.76E-20,
NH3,3173,1.70E-20,
NH3,3174,3.36E-20,
NH3,3175,4.25E-20,
NH3,3176,2.98E-20,
NH3,3177,2.62E-20,
NH3,3178,2.27E-20,
NH3,3179,2.51E-20,
NH3,3180,2.02E-20,
NH3,3181,1.91E-20,
NH3,3182,1.76E-20,
NH3,3183,1.69E-20,
NH3,3184,2.19E-20,
NH3,3185,3.20E-20,
NH3,3186,1.28E-20,
NH3,3187,2.21E-20,
NH3,3188,2.41E-20,
NH3,3189,2.17E-20,
NH3,3190,2.75E-20,
NH3,3191,1.70E-20,
NH3,3192,3.25E-20,
NH3,3193,1.55E-20,
NH3,3194,3.62E-20,
NH3,3195,2.56E-20,
NH3,3196,5.62E-20,
NH3,3197,1.38E-20,
NH3,3198,1.77E-20,
NH3,3199,1.97E-20,
NH3,3200,2.74E-20,
NH3,3201,1.86E-20,
NH3,3202,2.90E-20,
NH3,3203,1.65E-20,
NH3,3204,2.71E-20,
NH3,3205,2.22E-20,
NH3,3206,3.27E-20,
NH3,3207,2.76E-20,
NH3,3208,2.70E-20,
NH3,3209,2.41E-20,
NH3,3210,2.77E-20,
NH3,3211,2.04E-20,
NH3,3212,2.01E-20,
NH3,3213,2.94E-20,
NH3,3214,4.12E-20,
NH3,3215,7.03E-20,
NH3,3216,4.55E-20,
NH3,3217,2.87E-20,
NH3,3218,2.48E-20,
NH3,3219,3.03E-20,
NH3,3220,1.71E-20,
NH3,3221,2.91E-20,
NH3,3222,3.03E-20,
NH3,3223,2.35E-20,
NH3,3224,3.59E-20,
NH3,3225,3.32E-20,
NH3,3226,3.74E-20,
NH3,3227,4.07E-20,
NH3,3228,3.03E-20,
NH3,3229,2.51E-20,
NH3,3230,2.66E-20,
NH3,3231,3.06E-20,
NH3,3232,2.14E-20,
NH3,3233,2.78E-20,
NH3,3234,3.13E-20,
NH3,3235,4.23E-20,
NH3,3236,6.98E-20,
NH3,3237,4.68E-20,
NH3,3238,2.61E-20,
NH3,3239,3.81E-20,
NH3,3240,2.38E-20,
NH3,3241,2.19E-20,
NH3,3242,2.51E-20,
NH3,3243,3.63E-20,
NH3,3244,2.96E-20,
NH3,3245,2.59E-20,
NH3,3246,2.95E-20,
NH3,3247,4.16E-20,
NH3,3248,3.92E-20,
NH3,3249,3.61E-20,
NH3,3250,4.58E-20,
NH3,3251,2.92E-20,
NH3,3252,2.88E-20,
NH3,3253,3.71E-20,
NH3,3254,2.11E-20,
NH3,3255,4.88E-20,
NH3,3256,3.02E-20,
NH3,3257,5.24E-20,
NH3,3258,3.05E-20,
NH3,3259,3.13E-20,
NH3,3260,2.93E-20,
NH3,3261,5.16E-20,
NH3,3262,3.25E-20,
NH3,3263,3.23E-20,
NH3,3264,4.31E-20,
NH3,3265,2.53E-20,
NH3,3266,3.58E-20,
NH3,3267,3.76E-20,
NH3,3268,2.41E-20,
NH3,3269,2.15E-20,
NH3,3270,3.09E-20,
NH3,3271,3.05E-20,
NH3,3272,4.45E-20,
NH3,3273,4.29E-20,
NH3,3274,3.42E-20,
NH3,3275,4.37E-20,
NH3,3276,2.13E-20,
NH3,3277,5.37E-20,
NH3,3278,2.34E-20,
NH3,3279,4.32E-20,
NH3,3280,3.12E-20,
NH3,3281,3.08E-20,
NH3,3282,2.42E-20,
NH3,3283,3.51E-20,
NH3,3284,4.18E-20,
NH3,3285,5.41E-20,
NH3,3286,2.31E-20,
NH3,3287,3.72E-20,
NH3,3288,4.06E-20,
NH3,3289,3.87E-20,
NH3,3290,3.21E-20,
NH3,3291,2.20E-20,
NH3,3292,3.52E-20,
NH3,3293,2.47E-20,
NH3,3294,3.86E-20,
NH3,3295,4.71E-20,
NH3,3296,7.11E-20,
NH3,3297,3.34E-20,
NH3,3298,4.57E-20,
NH3,3299,4.37E-20,
NH3,3300,3.22E-20,
NH3,3301,5.00E-20,
NH3,3302,3.64E-20,
NH3,3303,3.76E-20,
NH3,3304,3.82E-20,
NH3,3305,4.91E-20,
NH3,3306,3.43E-20,
NH3,3307,3.65E-20,
NH3,3308,6.00E-20,
NH3,3309,6.87E-20,
NH3,3310,6.01E-20,
NH3,3311,5.47E-20,
NH3,3312,4.34E-20,
NH3,3313,6.54E-20,
NH3,3314,7.36E-20,
NH3,3315,7.84E-20,
NH3,3316,4.32E-20,
NH3,3317,7.81E-20,
NH3,3318,6.93E-20,
NH3,3319,1.17E-19,
NH3,3320,9.15E-20,
NH3,3321,9.16E-20,
NH3,3322,1.14E-19,
NH3,3323,1.37E-19,
NH3,3324,1.51E-19,
NH3,3325,1.64E-19,
NH3,3326,1.60E-19,
NH3,3327,1.64E-19,
NH3,3328,1.36E-19,
NH3,3329,1.34E-19,
NH3,3330,8.65E-20,
NH3,3331,7.43E-20,
NH3,3332,2.12E-19,
NH3,3333,1.84E-19,
NH3,3334,1.75E-19,
NH3,3335,1.69E-19,
NH3,3336,9.94E-20,
NH3,3337,4.70E-20,
NH3,3338,4.31E-20,
NH3,3339,3.57E-20,
NH3,3340,3.08E-20,
NH3,3341,3.77E-20,
NH3,3342,2.98E-20,
NH3,3343,2.57E-20,
NH3,3344,3.72E-20,
NH3,3345,3.96E-20,
NH3,3346,3.46E-20,
NH3,3347,3.38E-20,
NH3,3348,2.47E-20,
NH3,3349,3.04E-20,
NH3,3350,3.56E-20,
NH3,3351,2.46E-20,
NH3,3352,3.30E-20,
NH3,3353,2.50E-20,
NH3,3354,1.85E-20,
NH3,3355,4.85E-20,
NH3,3356,3.37E-20,
NH3,3357,3.73E-20,
NH3,3358,3.64E-20,
NH3,3359,2.01E-20,
NH3,3360,2.42E-20,
NH3,3361,3.62E-20,
NH3,3362,3.75E-20,
NH3,3363,2.21E-20,
NH3,3364,4.02E-20,
NH3,3365,3.01E-20,
NH3,3366,2.64E-20,
NH3,3367,4.50E-20,
NH3,3368,4.04E-20,
NH3,3369,3.11E-20,
NH3,3370,4.18E-20,
NH3,3371,2.77E-20,
NH3,3372,1.67E-20,
NH3,3373,2.31E-20,
NH3,3374,4.24E-20,
NH3,3375,5.42E-20,
NH3,3376,4.45E-20,
NH3,3377,2.16E-20,
NH3,3378,4.52E-20,
NH3,3379,4.71E-20,
NH3,3380,2.46E-20,
NH3,3381,4.49E-20,
NH3,3382,5.89E-20,
NH3,3383,2.63E-20,
NH3,3384,3.15E-20,
NH3,3385,3.21E-20,
NH3,3386,4.01E-20,
NH3,3387,6.73E-20,
NH3,3388,5.02E-20,
NH3,3389,2.76E-20,
NH3,3390,4.60E-20,
NH3,3391,4.33E-20,
NH3,3392,2.11E-20,
NH3,3393,3.28E-20,
NH3,3394,5.32E-20,
NH3,3395,2.40E-20,
NH3,3396,3.98E-20,
NH3,3397,1.98E-20,
NH3,3398,3.06E-20,
NH3,3399,2.60E-20,
NH3,3400,3.05E-20,
NH3,3401,2.49E-20,
NH3,3402,2.49E-20,
NH3,3403,4.54E-20,
NH3,3404,3.47E-20,
NH3,3405,2.42E-20,
NH3,3406,3.91E-20,
NH3,3407,2.57E-20,
NH3,3408,3.17E-20,
NH3,3409,2.86E-20,
NH3,3410,4.40E-20,
NH3,3411,2.82E-20,
NH3,3412,2.66E-20,
NH3,3413,5.59E-20,
NH3,3414,2.30E-20,
NH3,3415,7.63E-20,
NH3,3416,3.05E-20,
NH3,3417,2.23E-20,
NH3,3418,2.57E-20,
NH3,3419,2.21E-20,
NH3,3420,2.10E-20,
NH3,3421,3.78E-20,
NH3,3422,2.36E-20,
NH3,3423,2.90E-20,
NH3,3424,3.82E-20,
NH3,3425,2.31E-20,
NH3,3426,3.18E-20,
NH3,3427,3.88E-20,
NH3,3428,3.84E-20,
NH3,3429,3.29E-20,
NH3,3430,3.31E-20,
NH3,3431,2.37E-20,
NH3,3432,8.64E-20,
NH3,3433,2.42E-20,
NH3,3434,7.63E-20,
NH3,3435,2.38E-20,
NH3,3436,3.46E-20,
NH3,3437,3.41E-20,
NH3,3438,2.69E-20,
NH3,3439,3.03E-20,
NH3,3440,3.09E-20,
NH3,3441,1.71E-20,
NH3,3442,2.68E-20,
NH3,3443,3.86E-20,
NH3,3444,3.26E-20,
NH3,3445,4.07E-20,
NH3,3446,3.08E-20,
NH3,3447,3.34E-20,
NH3,3448,3.36E-20,
NH3,3449,2.93E-20,
NH3,3450,3.43E-20,
NH3,3451,6.61E-20,
NH3,3452,3.66E-20,
NH3,3453,9.14E-20,
NH3,3454,3.37E-20,
NH3,3455,2.65E-20,
NH3,3456,3.32E-20,
NH3,3457,1.87E-20,
NH3,3458,2.57E-20,
NH3,3459,2.36E-20,
NH3,3460,2.65E-20,
NH3,3461,2.78E-20,
NH3,3462,5.15E-20,
NH3,3463,3.33E-20,
NH3,3464,2.01E-20,
NH3,3465,2.75E-20,
NH3,3466,3.54E-20,
NH3,3467,2.86E-20,
NH3,3468,4.00E-20,
NH3,3469,3.21E-20,
NH3,3470,1.01E-19,
NH3,3471,3.73E-20,
NH3,3472,8.45E-20,
NH3,3473,2.56E-20,
NH3,3474,1.90E-20,
NH3,3475,3.44E-20,
NH3,3476,2.29E-20,
NH3,3477,2.78E-20,
NH3,3478,1.90E-20,
NH3,3479,2.00E-20,
NH3,3480,3.13E-20,
NH3,3481,2.95E-20,
NH3,3482,3.90E-20,
NH3,3483,2.66E-20,
NH3,3484,2.08E-20,
NH3,3485,2.40E-20,
NH3,3486,3.60E-20,
NH3,3487,3.24E-20,
NH3,3488,2.16E-20,
NH3,3489,4.29E-20,
NH3,3490,8.84E-20,
NH3,3491,2.91E-20,
NH3,3492,1.13E-19,
NH3,3493,1.61E-20,
NH3,3494,2.73E-20,
NH3,3495,2.77E-20,
NH3,3496,2.23E-20,
NH3,3497,2.16E-20,
NH3,3498,3.19E-20,
NH3,3499,3.48E-20,
NH3,3500,4.26E-20,
NH3,3501,3.58E-20,
NH3,3502,2.98E-20,
NH3,3503,1.80E-20,
NH3,3504,2.06E-20,
NH3,3505,3.64E-20,
NH3,3506,2.71E-20,
NH3,3507,2.36E-20,
NH3,3508,3.12E-20,
NH3,3509,1.80E-20,
NH3,3510,1.09E-19,
NH3,3511,3.09E-20,
NH3,3512,3.78E-20,
NH3,3513,5.99E-20,
NH3,3514,4.64E-20,
NH3,3515,2.71E-20,
NH3,3516,2.45E-20,
NH3,3517,3.94E-20,
NH3,3518,3.38E-20,
NH3,3519,4.05E-20,
NH3,3520,1.58E-20,
NH3,3521,2.62E-20,
NH3,3522,3.05E-20,
NH3,3523,3.73E-20,
NH3,3524,3.01E-20,
NH3,3525,2.38E-20,
NH3,3526,3.82E-20,
NH3,3527,3.71E-20,
NH3,3528,2.56E-20,
NH3,3529,5.54E-20,
NH3,3530,2.62E-20,
NH3,3531,3.98E-20,
NH3,3532,2.86E-20,
NH3,3533,4.44E-20,
NH3,3534,3.08E-20,
NH3,3535,3.34E-20,
NH3,3536,3.22E-20,
NH3,3537,3.43E-20,
NH3,3538,6.21E-20,
NH3,3539,4.12E-20,
NH3,3540,2.91E-20,
NH3,3541,3.76E-20,
NH3,3542,2.86E-20,
NH3,3543,5.34E-20,
NH3,3544,4.32E-20,
NH3,3545,3.31E-20,
NH3,3546,4.69E-20,
NH3,3547,2.38E-20,
NH3,3548,1.77E-20,
NH3,3549,2.89E-20,
NH3,3550,2.02E-20,
NH3,3551,2.77E-20,
NH3,3552,4.94E-20,
NH3,3553,4.52E-20,
NH3,3554,2.58E-20,
NH3,3555,3.39E-20,
NH3,3556,4.50E-20,
NH3,3557,4.35E-20,
NH3,3558,3.33E-20,
NH3,3559,2.47E-20,
NH3,3560,2.59E-20,
NH3,3561,3.53E-20,
NH3,3562,6.53E-20,
NH3,3563,4.15E-20,
NH3,3564,2.99E-20,
NH3,3565,2.64E-20,
NH3,3566,2.63E-20,
NH3,3567,2.77E-20,
NH3,3568,2.99E-20,
NH3,3569,3.49E-20,
NH3,3570,3.83E-20,
NH3,3571,2.81E-20,
NH3,3572,2.00E-20,
NH3,3573,4.15E-20,
NH3,3574,2.80E-20,
NH3,3575,4.51E-20,
NH3,3576,2.96E-20,
NH3,3577,2.11E-20,
NH3,3578,3.57E-20,
NH3,3579,3.26E-20,
NH3,3580,4.34E-20,
NH3,3581,2.21E-20,
NH3,3582,3.01E-20,
NH3,3583,1.91E-20,
NH3,3584,2.28E-20,
NH3,3585,3.65E-20,
NH3,3586,3.08E-20,
NH3,3587,4.10E-20,
NH3,3588,1.93E-20,
NH3,3589,3.65E-20,
NH3,3590,3.18E-20,
NH3,3591,2.52E-20,
NH3,3592,2.02E-20,
NH3,3593,2.48E-20,
NH3,3594,3.00E-20,
NH3,3595,2.54E-20,
NH3,3596,4.56E-20,
NH3,3597,2.58E-20,
NH3,3598,4.49E-20,
NH3,3599,3.78E-20,
NH3,3600,1.72E-20,
NH3,3601,3.27E-20,
NH3,3602,2.56E-20,
NH3,3603,2.18E-20,
NH3,3604,1.64E-20,
NH3,3605,2.34E-20,
NH3,3606,3.28E-20,
NH3,3607,1.56E-20,
NH3,3608,2.50E-20,
NH3,3609,1.97E-20,
NH3,3610,3.43E-20,
NH3,3611,2.55E-20,
NH3,3612,1.29E-20,
NH3,3613,3.30E-20,
NH3,3614,2.25E-20,
NH3,3615,3.26E-20,
NH3,3616,2.27E-20,
NH3,3617,2.22E-20,
NH3,3618,2.73E-20,
NH3,3619,2.33E-20,
NH3,3620,2.57E-20,
NH3,3621,2.58E-20,
NH3,3622,2.08E-20,
NH3,3623,1.79E-20,
NH3,3624,2.15E-20,
NH3,3625,2.55E-20,
NH3,3626,2.89E-20,
NH3,3627,1.51E-20,
NH3,3628,1.81E-20,
NH3,3629,2.78E-20,
NH3,3630,2.41E-20,
NH3,3631,2.64E-20,
NH3,3632,1.82E-20,
NH3,3633,1.83E-20,
NH3,3634,1.70E-20,
NH3,3635,2.37E-20,
NH3,3636,2.05E-20,
NH3,3637,1.91E-20,
NH3,3638,2.73E-20,
NH3,3639,2.10E-20,
NH3,3640,1.90E-20,
NH3,3641,1.99E-20,
NH3,3642,2.33E-20,
NH3,3643,2.58E-20,
NH3,3644,2.00E-20,
NH3,3645,1.45E-20,
NH3,3646,1.70E-20,
NH3,3647,1.46E-20,
NH3,3648,1.37E-20,
NH3,3649,1.63E-20,
NH3,3650,1.39E-20,
NH3,3651,1.20E-20,
NH3,3652,2.75E-20,
NH3,3653,1.07E-20,
NH3,3654,2.38E-20,
NH3,3655,1.67E-20,
NH3,3656,2.80E-20,
NH3,3657,1.41E-20,
NH3,3658,1.43E-20,
NH3,3659,1.70E-20,
NH3,3660,1.28E-20,
NH3,3661,1.44E-20,
NH3,3662,1.47E-20,
NH3,3663,1.79E-20,
NH3,3664,1.59E-20,
NH3,3665,1.53E-20,
NH3,3666,9.58E-21,
NH3,3667,1.57E-20,
NH3,3668,9.61E-21,
NH3,3669,1.05E-20,
NH3,3670,2.00E-20,
NH3,3671,1.20E-20,
NH3,3672,9.51E-21,
NH3,3673,1.74E-20,
NH3,3674,1.12E-20,
NH3,3675,1.57E-20,
NH3,3676,1.31E-20,
NH3,3677,1.68E-20,
NH3,3678,1.02E-20,
NH3,3679,1.23E-20,
NH3,3680,9.60E-21,
NH3,3681,9.36E-21,
NH3,3682,6.43E-21,
NH3,3683,1.04E-20,
NH3,3684,9.74E-21,
NH3,3685,1.01E-20,
NH3,3686,9.70E-21,
NH3,3687,1.08E-20,
NH3,3688,1.34E-20,
NH3,3689,1.85E-20,
NH3,3690,7.87E-21,
NH3,3691,9.77E-21,
NH3,3692,1.10E-20,
NH3,3693,1.04E-20,
NH3,3694,8.76E-21,
NH3,3695,7.66E-21,
NH3,3696,1.00E-20,
NH3,3697,1.03E-20,
NH3,3698,8.79E-21,
NH3,3699,7.13E-21,
NH3,3700,1.37E-20,
NH3,3701,6.21E-21,
NH3,3702,1.00E-20,
NH3,3703,6.79E-21,
NH3,3704,7.95E-21,
NH3,3705,7.59E-21,
NH3,3706,8.98E-21,
NH3,3707,9.39E-21,
NH3,3708,8.10E-21,
NH3,3709,1.00E-20,
NH3,3710,9.04E-21,
NH3,3711,8.34E-21,
NH3,3712,9.43E-21,
NH3,3713,8.52E-21,
NH3,3714,8.42E-21,
NH3,3715,9.04E-21,
NH3,3716,6.71E-21,
NH3,3717,6.44E-21,
NH3,3718,5.09E-21,
NH3,3719,4.89E-21,
NH3,3720,1.21E-20,
NH3,3721,7.20E-21,
NH3,3722,8.00E-21,
NH3,3723,7.94E-21,
NH3,3724,5.55E-21,
NH3,3725,6.57E-21,
NH3,3726,5.76E-21,
NH3,3727,5.79E-21,
NH3,3728,6.74E-21,
NH3,3729,6.79E-21,
NH3,3730,7.39E-21,
NH3,3731,5.96E-21,
NH3,3732,5.78E-21,
NH3,3733,7.15E-21,
NH3,3734,6.93E-21,
NH3,3735,7.20E-21,
NH3,3736,6.03E-21,
NH3,3737,7.60E-21,
NH3,3738,3.86E-21,
NH3,3739,6.60E-21,
NH3,3740,5.68E-21,
NH3,3741,4.40E-21,
NH3,3742,8.17E-21,
NH3,3743,5.27E-21,
NH3,3744,7.32E-21,
NH3,3745,4.04E-21,
NH3,3746,5.31E-21,
NH3,3747,7.91E-21,
NH3,3748,6.62E-21,
NH3,3749,7.31E-21,
NH3,3750,5.36E-21,
NH3,3751,5.12E-21,
NH3,3752,3.58E-21,
NH3,3753,7.23E-21,
NH3,3754,4.85E-21,
NH3,3755,5.64E-21,
NH3,3756,6.25E-21,
NH3,3757,6.55E-21,
NH3,3758,4.54E-21,
NH3,3759,5.70E-21,
NH3,3760,3.19E-21,
NH3,3761,3.84E-21,
NH3,3762,4.08E-21,
NH3,3763,3.76E-21,
NH3,3764,6.37E-21,
NH3,3765,4.14E-21,
NH3,3766,4.71E-21,
NH3,3767,3.36E-21,
NH3,3768,5.16E-21,
NH3,3769,4.13E-21,
